0.50000006,0.41,0.88646287,0.84592414,TF-IDF,71,6251,T1
0.45800018,0.38900003,0.80309373,0.78308624,TF-IDF,75,9080,T1
0.22400005,0.14900005,0.5619354,0.49526992,TF-IDF,88,6251,T2
0.4860001,0.41500008,0.84112895,0.82896924,TF-IDF,82,8241,T1
0.25800008,0.16200005,0.5226493,0.46028695,TF-IDF,86,9080,T2
0.5400002,0.4329999,0.8708446,0.8506784,TF-IDF,84,8828,T1
0.22600004,0.15100005,0.51340073,0.44192848,TF-IDF,89,8241,T2
0.52200013,0.43299985,0.8885834,0.85303146,TF-IDF,82,55,T1
0.214,0.137,0.50707215,0.42503148,TF-IDF,87,8828,T2
0.5360002,0.45600003,0.88792855,0.8411898,TF-IDF,81,2084,T1
0.17999995,0.11700003,0.4758256,0.41382167,TF-IDF,89,55,T2
0.5540001,0.4619998,0.857324,0.850836,TF-IDF,85,1375,T1
0.24200009,0.15800007,0.595773,0.5380294,TF-IDF,95,2084,T2
0.49200013,0.41899994,0.80347425,0.8092346,TF-IDF,90,2802,T1
0.5240001,0.41599992,0.84470487,0.82572234,TF-IDF,102,3501,T1
0.24800009,0.15500006,0.567373,0.520882,TF-IDF,106,1375,T2
0.5780001,0.4849998,0.87419295,0.86332583,TF-IDF,98,3389,T1
0.15399995,0.113000005,0.41988173,0.356236,TF-IDF,96,2802,T2
0.23400001,0.18700002,0.44726846,0.18294786,TF-IDF,88,6251,T3
0.21,0.14200005,0.5559302,0.50081354,TF-IDF,83,3501,T2
0.16199999,0.13700002,0.33116522,0.1385962,TF-IDF,88,9080,T3
0.2100001,0.14100009,0.53285027,0.51123285,TF-IDF,84,3389,T2
0.19999994,0.16000004,0.39820826,0.21459982,TF-IDF,71,8241,T3
0.20399998,0.15200001,0.36886784,0.17215742,TF-IDF,70,8828,T3
0.18399997,0.156,0.319724,0.21191044,TF-IDF,68,55,T3
0.20799999,0.18100001,0.3310043,0.1783785,TF-IDF,65,2084,T3
0.25599995,0.21200004,0.4418126,0.23295568,TF-IDF,67,1375,T3
0.26600003,0.22200008,0.4486512,0.1952815,TF-IDF,66,2802,T3
0.18799998,0.16799997,0.33057067,0.2033518,TF-IDF,67,3501,T3
0.19999996,0.16600001,0.3494631,0.1819104,TF-IDF,65,3389,T3
