0.892,0.8890001,0.97038686,0.7203004,STK,0.0,6251,Normalized
0.9019999,0.8969999,0.9577734,0.73825216,STK,0.0,9080,Normalized
0.922,0.91200006,0.977,0.7481278,STK,0.0,8241,Normalized
0.874,0.85200006,0.95666665,0.6650666,STK,0.0,8828,Normalized
0.82000005,0.81000006,0.9115353,0.61497694,STK,0.0,55,Normalized
0.84,0.83,0.8968425,0.65238565,STK,0.0,2084,Normalized
0.9020001,0.876,0.97510636,0.74718827,STK,0.0,1375,Normalized
0.87799996,0.8610001,0.945,0.685588,STK,0.0,2802,Normalized
0.84800005,0.84299994,0.91738695,0.6425519,STK,0.0,3501,Normalized
0.85200006,0.8380001,0.90739846,0.65459764,STK,0.0,3389,Normalized
